lat,lon,risk,day,tier
40.31666666666667,-106.47499996666667,0.0003797771353387533,2021-07-23,Top 20%
40.85833333333334,-103.72499996666667,0.000379480729283547,2021-07-23,Top 20%
39.56666666666667,-102.84999996666667,0.0003776233038388356,2021-07-23,Top 20%
37.10833333333334,-102.43333330000002,0.0003762197358508044,2021-07-23,Top 20%
40.31666666666667,-104.55833330000002,0.00037496623515581595,2021-07-23,Top 20%
40.400000000000006,-104.68333330000002,0.00037496623515581595,2021-07-23,Top 20%
40.48333333333334,-104.72499996666667,0.00037496623515581595,2021-07-23,Top 20%
40.35833333333334,-104.51666663333334,0.00037496623515581595,2021-07-23,Top 20%
40.400000000000006,-102.93333330000002,0.0003731801490953782,2021-07-23,Top 20%
40.56666666666667,-102.14166663333334,0.00036629660455265507,2021-07-23,Top 20%
39.94166666666667,-105.22499996666667,0.00036611358323678764,2021-07-23,Top 20%
40.44166666666667,-103.14166663333334,0.0003504354799839857,2021-07-23,Top 20%
39.73333333333334,-104.26666663333334,0.0003504354799839857,2021-07-23,Top 20%
39.775000000000006,-102.89166663333334,0.00034366721190324726,2021-07-23,Top 20%
39.775000000000006,-102.80833330000002,0.00034366721190324726,2021-07-23,Top 20%
39.85833333333334,-102.84999996666667,0.0003422872543948137,2021-07-23,Top 20%
39.775000000000006,-102.64166663333334,0.0003422872543948137,2021-07-23,Top 20%
40.48333333333334,-106.55833330000002,0.0003422230908003831,2021-07-23,Top 20%
40.31666666666667,-102.97499996666667,0.0003370529002268142,2021-07-23,Top 20%
38.19166666666667,-104.68333330000002,0.00033633903657572623,2021-07-23,Top 20%
40.56666666666667,-106.68333330000002,0.0003292135503566523,2021-07-23,Top 20%
38.48333333333334,-104.72499996666667,0.0003271389886888827,2021-07-23,Top 20%
37.150000000000006,-102.89166663333334,0.00032509054464677396,2021-07-23,Top 20%
39.69166666666667,-105.01666663333334,0.0003237808772130104,2021-07-23,Top 20%
38.10833333333334,-103.34999996666667,0.000322188524628721,2021-07-23,Top 20%
38.400000000000006,-103.72499996666667,0.0003194010290490386,2021-07-23,Top 20%
38.650000000000006,-103.68333330000002,0.0003194010290490386,2021-07-23,Top 20%
39.900000000000006,-102.43333330000002,0.0003128658258438064,2021-07-23,Top 20%
37.81666666666667,-104.39166663333334,0.00030677179223463044,2021-07-23,Top 20%
40.98333333333334,-108.39166663333334,0.00030631629104494617,2021-07-23,Top 20%
38.775000000000006,-103.76666663333334,0.00030250014088911795,2021-07-23,Top 20%
39.60833333333334,-102.93333330000002,0.00030250014088911795,2021-07-23,Top 20%
38.650000000000006,-102.93333330000002,0.00030250014088911795,2021-07-23,Top 20%
38.900000000000006,-105.43333330000002,0.0002995820548219995,2021-07-23,Top 20%
37.650000000000006,-105.01666663333334,0.00029786573677921595,2021-07-23,Top 20%
40.10833333333334,-105.34999996666667,0.00029346217071357574,2021-07-23,Top 20%
37.44166666666667,-105.14166663333334,0.00029203077653985036,2021-07-23,Top 20%
40.48333333333334,-107.34999996666667,0.0002841175817986854,2021-07-23,Top 20%
39.60833333333334,-102.76666663333334,0.00028381090309520177,2021-07-23,Top 20%
40.775000000000006,-103.51666663333334,0.00028381090309520177,2021-07-23,Top 20%
39.73333333333334,-105.09999996666667,0.00027740294511848553,2021-07-23,Top 20%
37.35833333333334,-103.64166663333334,0.00027484924070270004,2021-07-23,Top 20%
40.60833333333334,-108.76666663333334,0.0002745221748420411,2021-07-23,Top 20%
37.31666666666667,-105.80833330000002,0.0002743079816363819,2021-07-23,Top 20%
40.650000000000006,-105.09999996666667,0.0002671539503630184,2021-07-23,Top 20%
39.69166666666667,-104.18333330000002,0.00026675602352536275,2021-07-23,Top 20%
38.85833333333334,-102.89166663333334,0.00026390402440674266,2021-07-23,Top 20%
38.775000000000006,-104.09999996666667,0.0002565202748660991,2021-07-23,Top 20%
40.025000000000006,-107.89166663333334,0.0002541351739495905,2021-07-23,Top 20%
40.98333333333334,-107.72499996666667,0.00024825537612485957,2021-07-23,Top 20%
39.85833333333334,-102.30833330000002,0.010139817027562099,2021-07-24,Top 5%
40.44166666666667,-102.64166663333334,0.003295844938340791,2021-07-24,Top 5%
38.85833333333334,-102.59999996666667,0.0032042103929146686,2021-07-24,Top 5%
40.525000000000006,-102.59999996666667,0.003179717622835974,2021-07-24,Top 5%
39.69166666666667,-102.22499996666667,0.0021282180908399197,2021-07-24,Top 10%
39.900000000000006,-102.55833330000002,0.001905874266173555,2021-07-24,Top 10%
40.650000000000006,-102.09999996666667,0.001903745088162388,2021-07-24,Top 10%
39.150000000000006,-108.64166663333334,0.0018867807374776007,2021-07-24,Top 10%
39.85833333333334,-102.51666663333334,0.0016847794439545183,2021-07-24,Top 10%
39.775000000000006,-102.05833330000002,0.0016829634252324662,2021-07-24,Top 10%
37.94166666666667,-103.30833330000002,0.001568528428785686,2021-07-24,Top 10%
38.06666666666667,-103.26666663333334,0.001545857107671471,2021-07-24,Top 10%
38.60833333333334,-104.34999996666667,0.0011842971124682402,2021-07-24,Top 10%
40.19166666666667,-104.93333330000002,0.0011591592368004858,2021-07-24,Top 20%
40.81666666666667,-102.09999996666667,0.0011431373689245819,2021-07-24,Top 20%
39.10833333333334,-108.93333330000002,0.0010809405422984434,2021-07-24,Top 20%
37.150000000000006,-103.84999996666667,0.0010033430431110786,2021-07-24,Top 20%
40.44166666666667,-108.18333330000002,0.0009055390206398213,2021-07-24,Top 20%
40.73333333333334,-106.22499996666667,0.0008963551923819223,2021-07-24,Top 20%
40.10833333333334,-103.55833330000002,0.0008547601919639625,2021-07-24,Top 20%
37.900000000000006,-105.01666663333334,0.000830872964274706,2021-07-24,Top 20%
39.35833333333334,-108.68333330000002,0.0007867640442717412,2021-07-24,Top 20%
